Depth,ScanRows,ScanColumns,ScanLargest,BuildSquare,SpiralIn,SpiralInSquare,SpiralOut,SpiralOutSquare,FrameFirstRows,FrameFirstColumns,FrameLastRows,FrameLastColumns
122,43.6147721244935,43.6147721244935,46.51376645119751,47.71872282351853,49.98904280228558,49.98904280228558,58.25003471066003,58.25003471066003,49.98904280228558,49.98904280228558,58.25003471066003,58.25003471066003
123,43.7575277030688,43.7575277030688,46.6887046951627,47.83105805214558,50.24474682809665,50.24474682809665,58.24969532489598,58.24969532489598,50.24474682809665,50.24474682809665,58.24969532489598,58.24969532489598
124,43.89608299726066,43.89608299726066,46.05135552972877,47.938881474228424,49.26055325291537,49.26055325291537,58.243480580085475,58.243480580085475,50.497243585937156,50.497243585937156,58.243480580085475,58.243480580085475
125,44.03039602173274,44.03039602173274,46.22242155005168,48.042144734665385,49.509840511107086,49.509840511107086,58.23130876290145,58.23130876290145,50.746508190034774,50.746508190034774,58.23130876290145,58.23130876290145
126,44.16042396270845,44.16042396270845,46.38955977251419,48.14079845114844,49.75587019630649,49.75587019630649,58.21309588201626,58.21309588201626,50.99251538474806,50.99251538474806,58.21309588201626,58.21309588201626
127,44.28612315289345,44.28612315289345,46.55273338570137,48.234792180749196,49.99861667610563,49.99861667610563,58.188755571050706,58.188755571050706,51.23523953593329,51.23523953593329,59.42450064513878,59.42450064513878
128,43.75640331074092,43.75640331074092,46.71190490061596,48.32407438504447,50.23805393067164,50.23805393067164,58.158198985943045,58.158198985943045,51.47465462204582,51.47465462204582,59.3939277477823,59.3939277477823
129,44.448681444749724,44.448681444749724,46.867036131488675,48.408592393701156,50.47415554357647,50.47415554357647,58.12133469632232,58.12133469632232,51.71073422496855,51.71073422496855,59.357047246488435,59.357047246488435
130,44.57002516101457,44.57002516101457,47.018088175859106,48.488292366435246,50.70689469233841,50.70689469233841,58.07806857044716,58.07806857044716,50.70689469233841,50.70689469233841,59.31376500859392,59.31376500859392
131,44.686950011145456,44.686950011145456,47.16502139389968,48.56311925325468,50.93624413866803,50.93624413866803,58.02830365322575,58.02830365322575,50.93624413866803,50.93624413866803,59.26398407809495,59.26398407809495
